ngram,NEG,NEUT,POS
은혜로운,0,0,1
은혜를,0,0,1
음미하고,0,0,1
즐김,0,0,1
의기양양,0,0,1
의기양양하게,0,0,1
의기양양하다,0,0,1
의기양양하여,0,0,1
자꾸,0,0,1
의욕,0,0,1
의욕이나,0,0,1
정열,0,0,1
의젓하거나,0,0,1
점잖게,0,0,1
점잖다,0,0,1
의좋게,0,0,1
의지를,0,0,1
가다듬고,0,0,1
이겨,0,0,1
이기거나,0,0,1
이끌리는,0,0,1
이루거나,0,0,1
이루어,0,0,1
만족한,0,0,1
이룩하다,0,0,1
이룩함,0,0,1
이룬,0,0,1
화음,0,0,1
이룸,0,0,1
이름을,0,0,1
떨침,0,0,1
이바지하다,0,0,1
이벤트,0,0,1
수준이다,0,0,1
이상함이,0,0,1
이용하기,0,0,1
쉬움,0,0,1
이해하거나,0,0,1
배우는,0,0,1
돕는,0,0,1
돕다,0,0,1
이해하는,0,0,1
익숙하고,0,0,1
익숙하도록,0,0,1
되풀이하여,0,0,1
익숙한,0,0,1
솜씨,0,0,1
익숙해짐,0,0,1
익히게,0,0,1
인간애를,0,0,1
인간에게,0,0,1
인격을,0,0,1
길러,0,0,1
인기,0,0,1
인기를,0,0,1
얻게,0,0,1
인덕으로,0,0,1
인상적이다,0,0,1
인심을,0,0,1
인연이,0,0,1
인재를,0,0,1
인정,0,0,1
인정받다,0,0,1
인정을,0,0,1
인정이,0,0,1
인정있는,0,0,1
인정하는,0,0,1
부분,0,0,1
인정하다,0,0,1
인정하여,0,0,1
내세우다,0,0,1
일깨워,0,0,1
일을,0,0,1
긍정할,0,0,1
일이,0,0,1
밝혀지거나,0,0,1
잇따라,0,0,1
자격을,0,0,1
자긍,0,0,1
자긍심,0,0,1
자랑스런,0,0,1
자랑자랑하다,0,0,1
자랑하다,0,0,1
자부하다,0,0,1
자비,0,0,1
자비로써,0,0,1
자비로운,0,0,1
자비로움을,0,0,1
나타낸,0,0,1
자비를,0,0,1
자비심으로,0,0,1
자비심이,0,0,1
많아,0,0,1
자비의,0,0,1
자세하고,0,0,1
정확하게,0,0,1
살피다,0,0,1
살핌,0,0,1
자신,0,0,1
자신감,0,0,1
자신의,0,0,1
재능을,0,0,1
자신하다,0,0,1
자연,0,0,1
그대로,0,0,1
자연스럽게,0,0,1
보이다,0,0,1
자연스럽다,0,0,1
자연의,0,0,1
자유로운,0,0,1
상태가,0,0,1
자유롭게,0,0,1
자주,0,0,1
사용되다,0,0,1
자지러지게,0,0,1
자질,0,0,1
자질을,0,0,1
작품이,0,0,1
사랑받고,0,0,1
잘,0,0,1
싸움,0,0,1
잘못된,0,0,1
잘못을,0,0,1
인정하고,0,0,1
잘빠진,0,0,1
잘생긴,0,0,1
장애물을,0,0,1
헤치다,0,0,1
장엄한,0,0,1
상,0,0,1
장점을,0,0,1
인정하거나,0,0,1
취하여,0,0,1
장학금,0,0,1
재능,0,0,1
알고,0,0,1
재능이라는,0,0,1
재물이,0,0,1
재미가,0,0,1
재미를,0,0,1
붙여,0,0,1
재산이,0,0,1
재주,0,0,1
재주가,0,0,1
재주를,0,0,1
재주와,0,0,1
재치,0,0,1
재치가,0,0,1
재치있다,0,0,1
재해를,0,0,1
소멸시키다,0,0,1
저렴하다,0,0,1
적극,0,0,1
찾아서,0,0,1
다가가,0,0,1
적극적인,0,0,1
적당하게,0,0,1
적당하다,0,0,1
적당한,0,0,1
적당히,0,0,1
적절하게,0,0,1
이어져,0,0,1
처리하는,0,0,1
적절한,0,0,1
예,0,0,1
적합하다,0,0,1
적합하도록,0,0,1
만들어지다,0,0,1
적확한,0,0,1
견해,0,0,1
전문가,0,0,1
전문적,0,0,1
지식,0,0,1
전성,0,0,1
절개가,0,0,1
굳은,0,0,1
젊고,0,0,1
건강하여,0,0,1
접대하다,0,0,1
접대함,0,0,1
정,0,0,1
정결히,0,0,1
정교하고,0,0,1
정교한,0,0,1
정답게,0,0,1
이르거나,0,0,1
정당한,0,0,1
정도가,0,0,1
정돈되어,0,0,1
정돈하다,0,0,1
정밀하고,0,0,1
정밀한,0,0,1
정분이,0,0,1
나서,0,0,1
두텁게,0,0,1
정상,0,0,1
정성껏,0,0,1
정성스럽다,0,0,1
정성스레,0,0,1
대하거나,0,0,1
나타내다,0,0,1
다함,0,0,1
들인,0,0,1
정성이,0,0,1
미치는,0,0,1
정성이나,0,0,1
노력,0,0,1
정신이,0,0,1
정신적으로,0,0,1
편안하고,0,0,1
정연하게,0,0,1
정을,0,0,1
통하다,0,0,1
정의롭다,0,0,1
정의를,0,0,1
정이,0,0,1
깊게,0,0,1
넘칠,0,0,1
들어,0,0,1
많게,0,0,1
맺어짐,0,0,1
정중하게,0,0,1
정중한,0,0,1
부탁이나,0,0,1
정중히,0,0,1
정치를,0,0,1
잘하다,0,0,1
정확하고,0,0,1
정확한,0,0,1
제대로,0,0,1
제때에,0,0,1
조건에,0,0,1
어울리게,0,0,1
조건을,0,0,1
조금,0,0,1
푸근하게,0,0,1
훤하게,0,0,1
조리,0,0,1
조리가,0,0,1
조심스러움,0,0,1
조심스럽게,0,0,1
조용하며,0,0,1
찬찬하다,0,0,1
찬찬한,0,0,1
조용한,0,0,1
조직이나,0,0,1
기구,0,0,1
무너지거나,0,0,1
흔들리지,0,0,1
아니하는,0,0,1
존경,0,0,1
존경하다,0,0,1
존중,0,0,1
존중하다,0,0,1
좀,0,0,1
좋은가봉가,0,0,1
죄가,0,0,1
없음을,0,0,1
죄를,0,0,1
고백하고,0,0,1
죄인임을,0,0,1
중생을,0,0,1
구제하기,0,0,1
중요하게,0,0,1
중요하고,0,0,1
중요하다,0,0,1
물건이나,0,0,1
증상을,0,0,1
치료하는,0,0,1
지극한,0,0,1
효자나,0,0,1
지극할,0,0,1
지나치게,0,0,1
똑똑하다,0,0,1
경험을,0,0,1
지식이,0,0,1
지위가,0,0,1
지저분함이,0,0,1
지적이고,0,0,1
지지,0,0,1
지켜야,0,0,1
할,0,0,1
계발되고,0,0,1
지혜로우며,0,0,1
점잖은,0,0,1
지혜로운,0,0,1
진리,0,0,1
진리를,0,0,1
밝힘,0,0,1
증득,0,0,1
진리와,0,0,1
진실,0,0,1
진실된,0,0,1
진실을,0,0,1
진실하고,0,0,1
진실하여,0,0,1
진실한,0,0,1
의의,0,0,1
진정하다,0,0,1
진취적,0,0,1
진취적인,0,0,1
집착을,0,0,1
버린,0,0,1
짜릿하다,0,0,1
짝남,0,0,1
ㅊㅋ,0,0,1
차도남,0,0,1
차도녀,0,0,1
차별,0,0,1
착실한,0,0,1
착착,0,0,1
달라붙을,0,0,1
착하고,0,0,1
평등한,0,0,1
찬사,0,0,1
찬찬하고,0,0,1
찬찬하며,0,0,1
실하게,0,0,1
참고,0,0,1
견디다,0,0,1
참신하다,0,0,1
참으로,0,0,1
진짜,0,0,1
참회의,0,0,1
공덕으로,0,0,1
창의적,0,0,1
창의적인,0,0,1
창조적인,0,0,1
책임감,0,0,1
책임감있는,0,0,1
책임지고,0,0,1
천사,0,0,1
천진하게,0,0,1
철저하고,0,0,1
바르다,0,0,1
철저하다,0,0,1
청정하며,0,0,1
초월,0,0,1
최상,0,0,1
최저가,0,0,1
최적의,0,0,1
최적화,0,0,1
최적화하다,0,0,1
추진하다,0,0,1
추천하다,0,0,1
축복받다,0,0,1
축하하다,0,0,1
춤을,0,0,1
추다,0,0,1
춥지,0,0,1
충분하게,0,0,1
충분하고,0,0,1
충분하다,0,0,1
충분한,0,0,1
만족,0,0,1
만족과,0,0,1
충분해서,0,0,1
충분히,0,0,1
마련되다,0,0,1
만족스럽다,0,0,1
익히다,0,0,1
충성,0,0,1
충성을,0,0,1
충성이라는,0,0,1
충성하다,0,0,1
취존,0,0,1
취향을,0,0,1
저격하다,0,0,1
측은,0,0,1
치우침이,0,0,1
치우침지,0,0,1
친밀하다,0,0,1
친밀한,0,0,1
칭미하다,0,0,1
칭찬하는,0,0,1
칭찬하여,0,0,1
말함,0,0,1
칭찬해,0,0,1
줄,0,0,1
ㅋㄷ,0,0,1
캐리,0,0,1
캣맘,0,0,1
케미,0,0,1
쾌감,0,0,1
쾌조,0,0,1
쾌활하게,0,0,1
튼튼하여,0,0,1
힘차게,0,0,1
클라스,0,0,1
키가,0,0,1
커서,0,0,1
타당하다,0,0,1
타당한,0,0,1
타륵,0,0,1
타협점을,0,0,1
찾아,0,0,1
탁,0,0,1
트여,0,0,1
트이고,0,0,1
트이다,0,0,1
탁월한,0,0,1
탄력이,0,0,1
있으며,0,0,1
탄탄하다,0,0,1
탈,0,0,1
탈이,0,0,1
탕평,0,0,1
탕평하다,0,0,1
태도가,0,0,1
떳떳하다,0,0,1
상냥하고,0,0,1
본받아,0,0,1
태평하게,0,0,1
사는,0,0,1
태평한,0,0,1
세상,0,0,1
통과되다,0,0,1
통달하고,0,0,1
통달하는,0,0,1
통달한,0,0,1
통쾌감,0,0,1
트렌디하다,0,0,1
마음가짐이나,0,0,1
특별히,0,0,1
뛰어나다,0,0,1
특이하다,0,0,1
특출하게,0,0,1
지탱하다,0,0,1
튼튼히,0,0,1
틀림이,0,0,1
티,0,0,1
티가,0,0,1
판단이,0,0,1
판단하여,0,0,1
팔팔하다,0,0,1
퍼져서,0,0,1
흥하다,0,0,1
퍽,0,0,1
편리하게,0,0,1
이용할,0,0,1
편안한,0,0,1
세월,0,0,1
평등하다,0,0,1
평등하다는,0,0,1
천성,0,0,1
평등함을,0,0,1
평화를,0,0,1
주장하는,0,0,1
포괄적인,0,0,1
경험,0,0,1
포근하게,0,0,1
따뜻이,0,0,1
포근하고,0,0,1
포근하다,0,0,1
포근한,0,0,1
폭발적이다,0,0,1
폭이,0,0,1
넓고,0,0,1
표정이,0,0,1
환하다,0,0,1
표현이,0,0,1
푸근푸근히,0,0,1
푸근하고,0,0,1
흐뭇하게,0,0,1
푸짐하다,0,0,1
거뜬하다,0,0,1
흐뭇하고,0,0,1
품격,0,0,1
품격과,0,0,1
품격을,0,0,1
갖추는,0,0,1
품에,0,0,1
안다,0,0,1
품위,0,0,1
품위가,0,0,1
품절남,0,0,1
품절녀,0,0,1
풍모가,0,0,1
풍미있는,0,0,1
풍부하다,0,0,1
풍성풍성히,0,0,1
풍성하게,0,0,1
풍성하고,0,0,1
풍요로워지다,0,0,1
풍요롭다,0,0,1
필수,0,0,1
필요하고,0,0,1
ㅎㅎ,0,0,1
하기를,0,0,1
바라는,0,0,1
바람,0,0,1
학문이,0,0,1
학식이,0,0,1
한가하게,0,0,1
지냄을,0,0,1
한가하고,0,0,1
한결같다,0,0,1
한결같이,0,0,1
한뜻,0,0,1
한마음,0,0,1
한쪽으로,0,0,1
귀엽게,0,0,1
한창,0,0,1
한평생,0,0,1
같이,0,0,1
할인,0,0,1
할인되다,0,0,1
할인하다,0,0,1
함께,0,0,1
늙음,0,0,1
일하다,0,0,1
합격하다,0,0,1
합리적,0,0,1
합리적으로,0,0,1
합리적이다,0,0,1
합리적인,0,0,1
경향의,0,0,1
해결되다,0,0,1
해결되어,0,0,1
해결하거나,0,0,1
해결해,0,0,1
해내다,0,0,1
해낼,0,0,1
해학,0,0,1
소설,0,0,1
해학적인,0,0,1
햇볕이,0,0,1
따뜻하고,0,0,1
햇빛이,0,0,1
밝다,0,0,1
행동이,0,0,1
행운의,0,0,1
향기가,0,0,1
좋고,0,0,1
향상,0,0,1
향상시키다,0,0,1
허락하여,0,0,1
허물없이,0,0,1
허물을,0,0,1
너그럽게,0,0,1
허물이,0,0,1
허실,0,0,1
헤프지,0,0,1
혁신적으로,0,0,1
혁신적인,0,0,1
혁신주의자,0,0,1
현명하게,0,0,1
현명하다,0,0,1
현숙한,0,0,1
여자,0,0,1
현실을,0,0,1
형벌을,0,0,1
감하여,0,0,1
형편을,0,0,1
혜택,0,0,1
혜택을,0,0,1
받음,0,0,1
베풂,0,0,1
혜택이,0,0,1
혜택이나,0,0,1
덕택을,0,0,1
호의적,0,0,1
호의적이다,0,0,1
호의적인,0,0,1
호의호식하며,0,0,1
혼란스럽지,0,0,1
혼인,0,0,1
홀가분해지다,0,0,1
꾸밈,0,0,1
화려하고,0,0,1
아름답게,0,0,1
화려하다,0,0,1
화려한,0,0,1
화려함,0,0,1
화미하다,0,0,1
화합,0,0,1
화합하는,0,0,1
화합하다,0,0,1
화해하거나,0,0,1
확보하다,0,0,1
확신을,0,0,1
가지고,0,0,1
확실하게,0,0,1
확실하고,0,0,1
확실하다,0,0,1
확짝,0,0,1
트이어,0,0,1
환상적인,0,0,1
활동하기에,0,0,1
편하다,0,0,1
활력,0,0,1
넘치는,0,0,1
넘치다,0,0,1
활짝,0,0,1
황홀한,0,0,1
회개,0,0,1
회개하다,0,0,1
회복되다,0,0,1
회복하다,0,0,1
획기적으로,0,0,1
효과적,0,0,1
효과적으로,0,0,1
효과적이다,0,0,1
효과적인,0,0,1
효율적인,0,0,1
후련하고,0,0,1
상쾌하다,0,0,1
상쾌한,0,0,1
후련하다,0,0,1
후련한,0,0,1
후하게,0,0,1
훤하고,0,0,1
멀끔하게,0,0,1
멀끔한,0,0,1
칠칠한,0,0,1
훤하다,0,0,1
훤하여,0,0,1
훨씬,0,0,1
휴식,0,0,1
휴식하다,0,0,1
흐리지,0,0,1
흐릿함이,0,0,1
흐트러짐이,0,0,1
흐트러집이,0,0,1
흔들림,0,0,1
흠이,0,0,1
없고,0,0,1
흠집이,0,0,1
흥그럽다,0,0,1
흥미가,0,0,1
나게,0,0,1
흥미나,0,0,1
흥미롭다,0,0,1
흥미를,0,0,1
흥미와,0,0,1
흥분되고,0,0,1
떨리는,0,0,1
흥분이나,0,0,1
아픔,0,0,1
괴로움,0,0,1
수그러들거나,0,0,1
사라지다,0,0,1
흥분하다,0,0,1
흥을,0,0,1
돋우려고,0,0,1
흩어지지,0,0,1
멀끔하다,0,0,1
희다,0,0,1
희말쑥하다,0,0,1
희망,0,0,1
매매,0,0,1
희망을,0,0,1
가지다,0,0,1
희망적,0,0,1
희망차고,0,0,1
희망차다,0,0,1
희멀끔,0,0,1
희멀끔하다,0,0,1
희멀끔히,0,0,1
희멀쑥,0,0,1
희멀쑥이,0,0,1
희멀쑥하다,0,0,1
희희,0,0,1
히든카드,0,0,1
히벌쭉거리다,0,0,1
히벌쭉대다,0,0,1
히죽,0,0,1
히죽거리다,0,0,1
히죽대다,0,0,1
히죽벌쭉,0,0,1
히죽벌쭉하다,0,0,1
히죽이,0,0,1
히죽이다,0,0,1
히죽하다,0,0,1
히죽해죽,0,0,1
히죽해죽하다,0,0,1
히죽히죽,0,0,1
히죽히죽하다,0,0,1
히쭉,0,0,1
히쭉이,0,0,1
히쭉이다,0,0,1
히쭉하다,0,0,1
히쭉해쭉,0,0,1
히쭉해쭉하다,0,0,1
히쭉히쭉,0,0,1
히쭉히쭉하다,0,0,1
히히거리다,0,0,1
히히대다,0,0,1
힘과,0,0,1
힘들이지,0,0,1
다하다,0,0,1
합하여,0,0,1
가득하고,0,0,1
일어남,0,0,1
달갑다,0,0,1
대견하다,0,0,1
보기좋다,0,0,1
속시원하다,0,0,1
신명나다,0,0,1
신바람나다,0,0,1
천만다행이다,0,0,1
신비롭다,0,0,1
가능성이,0,0,1
있다고,0,0,1
가능하다,0,0,1
시원하게,0,0,1
편안하게,0,0,1
가운데에서,0,0,1
뛰어남,0,0,1
거룩한,0,0,1
뛰어나,0,0,1
뛰어난,0,0,1
가치를,0,0,1
간편하거나,0,0,1
간편하다,0,0,1
감개무량하다,0,0,1
감격,0,0,1
감격성,0,0,1
감격스럽다,0,0,1
감격스레,0,0,1
감격이,0,0,1
감격적,0,0,1
감격하다,0,0,1
감격하여,0,0,1
감동,0,0,1
감동을,0,0,1
받아,0,0,1
일으킬,0,0,1
주거나,0,0,1
감동이,0,0,1
감동이나,0,0,1
고마움을,0,0,1
감동하는,0,0,1
감동하다,0,0,1
감동하여,0,0,1
감동함,0,0,1
감명되다,0,0,1
감명적,0,0,1
감명하다,0,0,1
감미롭다,0,0,1
감복하다,0,0,1
감복하여,0,0,1
감사,0,0,1
감사를,0,0,1
표하다,0,0,1
감사하는,0,0,1
감사하다,0,0,1
감칠맛이,0,0,1
감탄,0,0,1
감탄스러울,0,0,1
때,0,0,1
감탄스럽다,0,0,1
감탄적으로,0,0,1
감탄하다,0,0,1
감탄할,0,0,1
감회가,0,0,1
새롭거나,0,0,1
감회에,0,0,1
젖음,0,0,1
값을,0,0,1
매길,0,0,1
값진,0,0,1
강인한,0,0,1
강추,0,0,1
야무지게,0,0,1
개선,0,0,1
방도를,0,0,1
개선하다,0,0,1
개선함,0,0,1
개운하게,0,0,1
개운하고,0,0,1
개운하다,0,0,1
개이득,0,0,1
거듭,0,0,1
모습,0,0,1
거볍고,0,0,1
온화하게,0,0,1
거부감,0,0,1
거슬림이,0,0,1
거짓을,0,0,1
버리고,0,0,1
거짓이,0,0,1
거침새가,0,0,1
걱정,0,0,1
건강하고,0,0,1
건강하다,0,0,1
건강한,0,0,1
건장하다,0,0,1
건장한,0,0,1
건전하고,0,0,1
건전한,0,0,1
건전함,0,0,1
건정히,0,0,1
검소한,0,0,1
것보다,0,0,1
게을리하지,0,0,1
결함이,0,0,1
겸손하다,0,0,1
겸손한,0,0,1
경건하다,0,0,1
경사스러운,0,0,1
경이로운,0,0,1
경이롭다,0,0,1
경치가,0,0,1
뛰어나거나,0,0,1
아름답다,0,0,1
좋거나,0,0,1
경치도,0,0,1
좋음,0,0,1
경치를,0,0,1
즐기는,0,0,1
경쾌하다,0,0,1
계급을,0,0,1
올림,0,0,1
계급이,0,0,1
오름,0,0,1
계속,0,0,1
흥겹게,0,0,1
고결,0,0,1
고결한,0,0,1
풍채를,0,0,1
고귀한,0,0,1
고급,0,0,1
고급스럽다,0,0,1
고급지다,0,0,1
고르고,0,0,1
고르다,0,0,1
고마운,0,0,1
고마움,0,0,1
나타내거나,0,0,1
나타내는,0,0,1
고마워하다,0,0,1
고맙게,0,0,1
여기는,0,0,1
여기다,0,0,1
여김,0,0,1
고맙다,0,0,1
고백,0,0,1
고분고분하게,0,0,1
고분고분하다,0,0,1
고상하다,0,0,1
기질과,0,0,1
인품을,0,0,1
풍채,0,0,1
고성능,0,0,1
고운,0,0,1
빛깔,0,0,1
고움,0,0,1
고치어,0,0,1
고품질,0,0,1
곱거나,0,0,1
곱게,0,0,1
꾸며,0,0,1
피어나는,0,0,1
피어나다,0,0,1
바르며,0,0,1
곱다,0,0,1
곱살스러우면서도,0,0,1
곱살스럽게,0,0,1
곱살스레,0,0,1
곱절,0,0,1
용감하다,0,0,1
공경의,0,0,1
예를,0,0,1
공경하는,0,0,1
공경하다,0,0,1
공경하며,0,0,1
공경하여,0,0,1
모시다,0,0,1
공경할,0,0,1
공기가,0,0,1
칭송하는,0,0,1
공덕의,0,0,1
공손하게,0,0,1
공손함을,0,0,1
더하여,0,0,1
공손히,0,0,1
진찰하다,0,0,1
공익을,0,0,1
목적으로,0,0,1
공적이,0,0,1
공정하다,0,0,1
공정하여,0,0,1
공정함,0,0,1
과거에,0,0,1
급제하여,0,0,1
광명이,0,0,1
굉장하게,0,0,1
굉장하다,0,0,1
교리에,0,0,1
굳세게,0,0,1
굳세고,0,0,1
굳센,0,0,1
굵고,0,0,1
시원시원한,0,0,1
귀에,0,0,1
즐거움과,0,0,1
귀여운,0,0,1
귀여워하거나,0,0,1
귀여워하다,0,0,1
귀여워할,0,0,1
귀염성,0,0,1
귀염성스럽다,0,0,1
귀염성스레,0,0,1
받을,0,0,1
걷는,0,0,1
걷다,0,0,1
기울어지는,0,0,1
기울어지다,0,0,1
놀리며,0,0,1
떠서,0,0,1
움직이는,0,0,1
움직이며,0,0,1
흔들리다,0,0,1
귀엽고,0,0,1
탐스러운,0,0,1
탐스럽다,0,0,1
귀엽다,0,0,1
귀엽도록,0,0,1
귀요미,0,0,1
귀중하게,0,0,1
귀중하다,0,0,1
귀중한,0,0,1
자원이라는,0,0,1
귀중히,0,0,1
귀하고,0,0,1
귀하다,0,0,1
귀하며,0,0,1
귀한,0,0,1
그,0,0,1
긍지,0,0,1
그린라이트,0,0,1
극진하게,0,0,1
극진하다,0,0,1
극진한,0,0,1
근사하다,0,0,1
근심,0,0,1
근심이나,0,0,1
근하다,0,0,1
긍가하다,0,0,1
긍정적으로,0,0,1
강조하는,0,0,1
긍정적이고,0,0,1
좋다,0,0,1
범위에,0,0,1
태도,0,0,1
효과를,0,0,1
긍정하는,0,0,1
때에,0,0,1
가지는,0,0,1
이상으로,0,0,1
기대되는,0,0,1
기대할,0,0,1
기둥처럼,0,0,1
든든히,0,0,1
기미하다,0,0,1
기분,0,0,1
기분이,0,0,1
좋을,0,0,1
기뻐,0,0,1
기뻐서,0,0,1
기뻐하고,0,0,1
즐거워하다,0,0,1
즐거워한다는,0,0,1
즐거워함,0,0,1
기뻐하는,0,0,1
기뻐하다,0,0,1
기뻐함과,0,0,1
기쁘거나,0,0,1
만족스럽거나,0,0,1
즐거운,0,0,1
흥분하여,0,0,1
기쁘게,0,0,1
기쁘고,0,0,1
기쁘다,0,0,1
기쁜,0,0,1
빛을,0,0,1
기쁨,0,0,1
기쁨과,0,0,1
즐거움,0,0,1
느끼는,0,0,1
느끼다,0,0,1
느끼어,0,0,1
담은,0,0,1
기쁨이나,0,0,1
기세,0,0,1
기세가,0,0,1
기운차게,0,0,1
솟구쳐,0,0,1
기운차고,0,0,1
활기,0,0,1
기운차다,0,0,1
기특하고,0,0,1
장하다,0,0,1
기품이,0,0,1
길고,0,0,1
아름다워서,0,0,1
은혜,0,0,1
은혜와,0,0,1
기억하다,0,0,1
따르다,0,0,1
사귐,0,0,1
사모함,0,0,1
깔끔하게,0,0,1
깔끔하다,0,0,1
깔끔해지다,0,0,1
매끈한,0,0,1
시원스럽다,0,0,1
깨끗하다,0,0,1
깨끗하다는,0,0,1
깨끗하며,0,0,1
단아하게,0,0,1
깨끗하여,0,0,1
조금도,0,0,1
생혈,0,0,1
어울리고,0,0,1
자상하게,0,0,1
꼼꼼한,0,0,1
꽃이,0,0,1
꽤,0,0,1
꾸준한,0,0,1
꾸준함,0,0,1
꾸준히,0,0,1
끈기가,0,0,1
나라가,0,0,1
나아지다,0,0,1
날씨가,0,0,1
맑거나,0,0,1
화창하여,0,0,1
날이,0,0,1
좋아지다,0,0,1
좋아하고,0,0,1
월등히,0,0,1
남에게,0,0,1
칭찬을,0,0,1
내구성이,0,0,1
좋아,0,0,1
너그러워,0,0,1
너그러이,0,0,1
듣다,0,0,1
보다,0,0,1
이해하다,0,0,1
너그럽고,0,0,1
상냥하면서,0,0,1
너그럽다,0,0,1
너무,0,0,1
만족하다,0,0,1
만족함,0,0,1
넓은,0,0,1
논리적인,0,0,1
맑다,0,0,1
빼어나게,0,0,1
성적,0,0,1
수준에,0,0,1
작위,0,0,1
평가하거나,0,0,1
평가하다,0,0,1
눈을,0,0,1
늘,0,0,1
소중하게,0,0,1
능란하게,0,0,1
능력이,0,0,1
뛰어나다고,0,0,1
능률이,0,0,1
나다,0,0,1
능수능간,0,0,1
능수능란,0,0,1
능숙하게,0,0,1
다루다,0,0,1
능통한,0,0,1
능하고,0,0,1
능하다,0,0,1
능히,0,0,1
해내거나,0,0,1
다,0,0,1
좋도록,0,0,1
다정하고,0,0,1
친절하게,0,0,1
친절하다,0,0,1
다정하다,0,0,1
단정하게,0,0,1
차린,0,0,1
포개다,0,0,1
단정하다,0,0,1
단출하게,0,0,1
대단하거나,0,0,1
대단하고,0,0,1
대단하다,0,0,1
대단한,0,0,1
대단히,0,0,1
괜찮음,0,0,1
덕,0,0,1
덕망이,0,0,1
덕을,0,0,1
봄,0,0,1
찬미한,0,0,1
덕이,0,0,1
넓어,0,0,1
훌륭하고,0,0,1
덕이라는,0,0,1
덕행을,0,0,1
닦는,0,0,1
덕행이,0,0,1
데,0,0,1
도움이,0,0,1
독창적,0,0,1
독창적인,0,0,1
됨됨이가,0,0,1
뛰어나고,0,0,1
원숙하여,0,0,1
두드러지게,0,0,1
두터운,0,0,1
드러나는,0,0,1
멋,0,0,1
드러내어,0,0,1
득템,0,0,1
든든하다,0,0,1
의지할,0,0,1
듣기,0,0,1
듣기에,0,0,1
들기,0,0,1
들떠서,0,0,1
어루만져,0,0,1
따뜻하게,0,0,1
따뜻하며,0,0,1
따뜻하여,0,0,1
편안하다,0,0,1
따뜻한,0,0,1
보호,0,0,1
따스함이,0,0,1
딱,0,0,1
떳떳하고,0,0,1
떳떳한,0,0,1
모습이나,0,0,1
또랑또랑하여,0,0,1
똑똑하고,0,0,1
영리하게,0,0,1
똑똑한,0,0,1
똑바르다,0,0,1
똘똘히,0,0,1
존경받는,0,0,1
뛰어나게,0,0,1
세다,0,0,1
훌륭하게,0,0,1
훌륭하다,0,0,1
뛰어나다는,0,0,1
뜻에서,0,0,1
명장,0,0,1
문채로,0,0,1
미인,0,0,1
사람으로,0,0,1
성질,0,0,1
슬기나,0,0,1
역량을,0,0,1
영웅,0,0,1
예능을,0,0,1
재능과,0,0,1
재주나,0,0,1
풍채와,0,0,1
뜻깊은,0,0,1
일이나,0,0,1
뜻을,0,0,1
마스터피스,0,0,1
들,0,0,1
들다,0,0,1
흐뭇하거나,0,0,1
흐뭇하여,0,0,1
편히,0,0,1
맑게,0,0,1
참되고,0,0,1
평온히,0,0,1
한가하다,0,0,1
흡족하게,0,0,1
막힘없이,0,0,1
막힘이,0,0,1
만족스러운,0,0,1
듯하다,0,0,1
만족스럽게,0,0,1
만족시키는,0,0,1
만족을,0,0,1
만족하는,0,0,1
만족할,0,0,1
경험으로,0,0,1
복리,0,0,1
복을,0,0,1
바로잡히다,0,0,1
반듯이,0,0,1
말끔하고,0,0,1
말끔하여,0,0,1
말끔히,0,0,1
말쑥하고,0,0,1
잘생겨,0,0,1
말쑥한,0,0,1
말을,0,0,1
말짱하게,0,0,1
말짱하다,0,0,1
개는,0,0,1
아름다움,0,0,1
투명하다,0,0,1
환한,0,0,1
맑다는,0,0,1
뜻,0,0,1
맑아지는,0,0,1
맑은,0,0,1
맛깔스럽게,0,0,1
맛도,0,0,1
맛있게,0,0,1
먹는,0,0,1
먹다,0,0,1
씹는,0,0,1
씹다,0,0,1
맛있다,0,0,1
맛집,0,0,1
맞게,0,0,1
이끌리다,0,0,1
매력이,0,0,1
매력있다,0,0,1
매력적이다,0,0,1
사랑하고,0,0,1
아름답고,0,0,1
용감하고,0,0,1
익살맞다,0,0,1
잘된,0,0,1
정겹고,0,0,1
흥이,0,0,1
맵시,0,0,1
맵시가,0,0,1
멀끔히,0,0,1
멋스러운,0,0,1
멋스럽다,0,0,1
멋을,0,0,1
멋이,0,0,1
멋이나,0,0,1
멋있거나,0,0,1
멋있는,0,0,1
멋있다,0,0,1
멋쟁이,0,0,1
멋지게,0,0,1
멋지고,0,0,1
멋지다,0,0,1
명랑하고,0,0,1
명랑하다,0,0,1
명량하고,0,0,1
명량하다,0,0,1
명량한,0,0,1
명망이,0,0,1
명성,0,0,1
명예,0,0,1
명예로운,0,0,1
명쾌하다,0,0,1
모범으로,0,0,1
삼아,0,0,1
모범이,0,0,1
아름다워,0,0,1
목적을,0,0,1
몸가짐을,0,0,1
몸이,0,0,1
실하고,0,0,1
많거나,0,0,1
반드러운,0,0,1
사랑스럽다,0,0,1
사랑하거나,0,0,1
야무지고,0,0,1
즐겨서,0,0,1
좋아하여,0,0,1
무엇이,0,0,1
훌륭하거나,0,0,1
무탈하다,0,0,1
무해하다,0,0,1
문제의,0,0,1
문학에,0,0,1
물건이,0,0,1
물질적인,0,0,1
이득이나,0,0,1
미소,0,0,1
만하고,0,0,1
믿음성,0,0,1
믿음직스러운,0,0,1
믿음직스러워,0,0,1
믿음직스럽게,0,0,1
믿음직스럽고,0,0,1
믿음직스럽다,0,0,1
