,Title,Date,ID,Comment,Comment_date,Channel,Like,Dislike,Comment_like
76,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,이경숙,민희씨 여권  가지고 뒷 배경에 있는 곳으로 여행가시면 좋을듯합니다 물론 바이러스 종식되면요🥰,8개월 전,평양여자나민희,5.9천,61,1
77,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,뿌사리,민희님 처음볼때는 많이 tv에서 춤추는걸 보고  많이 순박하고 어설퍼 보였는데  참 똑부러진 여성이군요 님의 앞날을 응원할께요,7개월 전,평양여자나민희,5.9천,61,0
78,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,Daniel Seo,"탈북하신 몇몇 여성 유튜버 방송을 봤습니다. 구독자 수 상관없이 말 그대로 잡담이었죠  오랫동안 유튜버 하다 보면 콘텐츠 선정의 어려움이 많기에 물론 그럴 수도 있습니다. 방송을 몇 번 들어보니 기본에 충실하고 성실한 내용들, 발성 전달력, 선한 인상, 등등 소위 너무 날리지 않는 방송의 절제력까지... 음... 진행자가 많이 배웠고 똑똑하다는거 쉽게 알 수 있게 합니다. 좋은 내용에 감사해서 구독 누르고 갑니다.  무시로 들리겠습니다. 감사합니다~^^",8개월 전(수정됨),평양여자나민희,5.9천,61,1
79,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,박현숙,맞아요.빨리 모두가 자유럽게 모든걸 누력으면 좋겠어요.,8개월 전,평양여자나민희,5.9천,61,0
80,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,chy mina,나민희씨가 이렇게 말을 잘하는지  몰랐네~~  좋아요👍👍👍,8개월 전,평양여자나민희,5.9천,61,0
81,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,송이샤크,😻😻 잘보고갑니다,8개월 전,평양여자나민희,5.9천,61,1
82,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,안홍순안홍순,"`나민희씨 애기가 정말 감동적입니다.언행이나 톤들이 너무 진지하고 하여, 마치 교수들의 강의를 듣는것보다 훌륭한 강의 였습니다. 이일을 계속 열심이 하셔 많은 북한 젊은이들이 세계에서 벌어지고있는 진실을  알리고 희망과 꿈을 갖게한다면 분명 통일도 앞당겨지리라 믿습니다.한국의 청년들도 현실을 직시 하고 대한민국국민의 자긍심을 갖는 기회가 되리라 생각합니다. 나민희씨 Fighting!! 한국에서 자유를 누리고 꿈을 실현하여 행복 하시길 바랍니다.",8개월 전,평양여자나민희,5.9천,61,1
83,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,박준우,안녕하세요민희씨 나는민희씨너무있어서행복해요,8개월 전,평양여자나민희,5.9천,61,4
84,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,Laurence Smith,정말 그렇군요. 부관의 유능한 젊은이들이 암흑속에서 아무 것도 모르고 살고 있는 현실이 정말 안타깝습니다.,8개월 전(수정됨),평양여자나민희,5.9천,61,0
85,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,영원한 제국,나민희씨말을 들으면 때때로 뭉클하는 감동이 있습니다아마도 진심이 전달된 때문이 아닐까 싶습니다,8개월 전,평양여자나민희,5.9천,61,0
86,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,이은정,우리 나문희님 항상 매일매일 사랑합니다 💜♥💕,2개월 전,평양여자나민희,5.9천,61,0
87,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,세인트조셉,이쁘네..,8개월 전,평양여자나민희,5.9천,61,1
88,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,요술램프,평양에 있는 가족 친구 모든 데려 오세요.,8개월 전,평양여자나민희,5.9천,61,0
89,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,조정,이뻐졌어요.....,8개월 전,평양여자나민희,5.9천,61,0
90,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,류다정,내친궁 멋졍,8개월 전,평양여자나민희,5.9천,61,0
91,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,이영신,대한민국에서 행복한 일상을 누리시기바랍니다...,8개월 전,평양여자나민희,5.9천,61,0
92,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,P.L.S,감사합니다.,6개월 전,평양여자나민희,5.9천,61,1
93,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,대한민국힘내자,똑똑하고 또박또박 말 잘한다,3개월 전,평양여자나민희,5.9천,61,0
94,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,원더우먼,자유 중요한 단어이죠.민희님 언제나 건강하게 지내셔요.,8개월 전,평양여자나민희,5.9천,61,0
95,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,김킴,따봉,8개월 전,평양여자나민희,5.9천,61,0
96,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,아침햇살,오늘도 잘봤어요 ~~수고했어요 💙,8개월 전,평양여자나민희,5.9천,61,1
97,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,Y치핑놀턴,"같은 공산주의 국가인 중국이나 베트남은 해외여행이나 출입이 자유롭다고 알고 있는데 해외에서 국내에서도 그들을 많이 보는데, 어찌 북한만 이렇게 억지같고 심할까요? 그만큼 떳떳하지 못하고 불안하다는 거겠죠...김정은도 김여정도 과연 행복할 지 궁금하네요!",8개월 전,평양여자나민희,5.9천,61,2
98,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,조병철,"이렇게 표현력이 정확, 대단 합니다.",8개월 전,평양여자나민희,5.9천,61,0
99,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,•네이버밴드 로또 공동 구매 배당,잘봤습니다♥,8개월 전,평양여자나민희,5.9천,61,0
100,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,ᆞ나야나 오빠,역시 똑똑함은 최고^^,7개월 전,평양여자나민희,5.9천,61,1
101,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,Ethan Hur,나라같지도않은 북한에사느라 얼마나 고생했노.. 노래들으면 예전의 팝송도 꼭들어보라요.Beatles  Elvis Presley  ABBA..,8개월 전,평양여자나민희,5.9천,61,4
102,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,Kenta Shimizu,항상 흥미로운 이야기해주셔서 감사합니다!^^ 지금 많이 바쁠 때인데 이렇게 영상 잘 만들어주셔서 정말 고맙습니다~^^ 영상 잘 보고 한국에서 뵙고 질문하거나 또 다른 이야기를 빨리 듣고 싶어요!ㅎㅎㅎ,8개월 전(수정됨),평양여자나민희,5.9천,61,0
103,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,Jim Cho,한국노래에 체제사상이 들어간것도 아닌데 왜 제재하고 감옥까지 보내는지 안타깝습니다..,8개월 전,평양여자나민희,5.9천,61,0
104,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,정훈기,PASSPORT(여권),7개월 전,평양여자나민희,5.9천,61,1
105,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,부평이동주,춤추는거 다시보고싶네요~~~^-^ㅋㅋㅋㅋ,8개월 전,평양여자나민희,5.9천,61,0
106,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,동학최,한국  사람들은  세상  어디나가서 살아라  해도  도망  안가고  한국으로    다시 돌아옵니다 ^^^__,8개월 전,평양여자나민희,5.9천,61,1
107,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,bukkaii,점점  더  이뻐지시는것 같네요.,8개월 전,평양여자나민희,5.9천,61,0
108,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,박진규,오래전 부터 이만가을 보아 왔지만...말씀을 참으로 잘 하시는군요 발음도 정확 스럽고요,8개월 전,평양여자나민희,5.9천,61,0
109,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,바람숲,재밌게 보고갑니다.   ^^~,8개월 전,평양여자나민희,5.9천,61,0
110,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,K JS,뭘해도 잘할 분이네. 매력적인 분. 파이팅입니다,6개월 전,평양여자나민희,5.9천,61,0
111,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,허기성,나민희양 시원한 해외풍경을 등뒤에두고 잘어울리는 색상의 원피스차림이네요 아주멋져요  오늘은 여권이야기 하시네요 북녘하늘아래계신 가족분들 여권만들어드려서 남한에 초청하시어 행복하게 사시는모습 보고싶네요~.,8개월 전,평양여자나민희,5.9천,61,0
112,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,Dongin Jun,깜짝 놀랄만큼 한국으로 오면 돈을 많이 준다는 점에 기절할꺼다.,8개월 전,평양여자나민희,5.9천,61,0
113,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,이석현,"이제 남한에서는 그 차를 운전하기 위해 운전면허를 취득하지 않아도 될 날이 머지 않았습니다. 5G 통신 완공과 자동차와 자동차의 통신, 자동차와 주변교통시설 통신 네크워크가 완성되고 지금 자율주행 스텝 3단계인 부분자율 주행에서  2030년도 스텝 5단계 완전 자율주행 단계가 되면 전국 어디든지 자동차가 알아서 운전하는 시대가 개막됩니다. 이와 함께 ""온실가스와 지구환경 개선""을 위해서 2030년도 부터 가솔린과 디젤내연기관은 생산 중단되고  수소전지 자동차와 지금보다 빳데리 에너지 밀도가 높은 전기차가 출시되어 공기질이 좋아지며, 민희양도 직접 운전하지 않고도 인천에서 부산까지 차속에서 유트브 찍으면서 갈 날이 올 겁니다 .. ^^",8개월 전(수정됨),평양여자나민희,5.9천,61,3
114,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,최우영,ㅎㅎㅎㅎ! 역시 야무져💯점!,8개월 전,평양여자나민희,5.9천,61,0
115,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,G힐러,"나민희님 너무 귀엽네 요계속해서 유튜브활동을 업그레이드 하실려면 이만갑이나, 모란봉클럽 처럼 다양한 스토리가 있으면 좋을 것 같네요단막극, 개그등으로 풀어가시면 더 좋을 것 같아요",7개월 전,평양여자나민희,5.9천,61,0
116,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,홍웅표,앞으로는 늘 행복하세요,4개월 전,평양여자나민희,5.9천,61,0
117,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,YOUNG KI KIM,과거에서 미래로 워프한 기분일듯ㅋ,4개월 전,평양여자나민희,5.9천,61,0
118,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,Steve Kim,북한 사회에 대한 사회구조적 설명 좋아요 !!♡ 사람이 그 사회 속에 있으면 그 사회가 규정하는대로 죄의식이 발생하게 되잖아요 - - - 음 무서운 거라 생각됩니다 - - - anyway ♡♡♡,8개월 전,평양여자나민희,5.9천,61,0
119,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,김영남,"나민희씨 별명을 똑순이라고 짓고 싶습니다 ! 북한에서의 힘들었던 시절을 생각하며, 행복하게 지내시기 바랍니다,",8개월 전,평양여자나민희,5.9천,61,0
120,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,GajiSan TV,너무 예쁘시네요.,8개월 전,평양여자나민희,5.9천,61,1
121,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,박보비,탈북자 여러분들 진정한 자유대한민국의 애국자들입니다.,8개월 전,평양여자나민희,5.9천,61,46
122,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,성담환,"민희씨,  차 한대 사서 고향 평양으로  가서 친구들에게 자랑할 날이  곧 오겠지요",7개월 전,평양여자나민희,5.9천,61,0
123,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,대한민국 만세장희,똑소리 나게  잘들었시요,8개월 전,평양여자나민희,5.9천,61,0
124,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,Coral Reef,"매우 현실성 있는 실감나는 내용입니다. 북녘에 널리 알려졌으면 좋겠습니다.북의 높은 자리 것들은 눈 동그랗게 뜨고, 좋다고 소문난 한국의 드라마 - 영화 싫컷 보고는, 아랫 사람들에게 '' 저거이 남조선 퇴폐 문명이니끼니, 신성한 공화국에 반입되지 안게하라우.'' 한다네요.",8개월 전,평양여자나민희,5.9천,61,0
125,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,soo kyoo han,"정말  똑 똑 한 분 입니다 ,이땅에서 태어 났다면 아마도 다른 삶을 살 것 같습니다  행복 하십시요",8개월 전,평양여자나민희,5.9천,61,0
126,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,Saintmoon Song,이제  좀 더  흥미를가지시고  도전해보시면 아주  많답니다ㆍ하ㅡ이팅!,8개월 전,평양여자나민희,5.9천,61,0
127,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,김혁수,영상잘보고있어요좋은영상감사합니다,8개월 전,평양여자나민희,5.9천,61,0
128,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,이성현,수고하셧어요~~재미난이야기 계속부탁해요~~^^,8개월 전,평양여자나민희,5.9천,61,0
129,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,백광인문화상대주의,"자유롭게, 당당하게 살아가세요.파이팅!",5개월 전,평양여자나민희,5.9천,61,0
130,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,이정희,언제나 상세하고 명쾌한 설명 좋아요. 나민희씨가 말하는 노래란 대중가요를 뜻하는 것 같은데요. 가곡 중 `청산에 살리라'와 클래식 중 '사계'를유튜브에서 들어 보시고 기회가 된다면 느낌을 알려주세요.,8개월 전,평양여자나민희,5.9천,61,0
131,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,김촌놈,반가워요~^~무조건 구독 추천 꾸우욱~^~,8개월 전,평양여자나민희,5.9천,61,0
132,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,김대근,평양 애미나이 나민희 반갑습니다.날로 세련되지는 u  열정에 찬사를 보냅니다. 성공적인 정착되세요.,8개월 전,평양여자나민희,5.9천,61,0
133,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,氷,이쁘구만 기래,8개월 전,평양여자나민희,5.9천,61,9
134,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,정채식,민희씨 말을 똑똑하게맛있게 하십니다 맛있습니다,8개월 전,평양여자나민희,5.9천,61,1
135,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,Moolbert kim,나민희씨의 여러 유튜브을 참 재미 있게 보고 있습니다 탈탈유트브와 이만갑을 통해 알게되었습니다이 유튜브 의상이 제일 예쁘고 잘 어울리네요,5개월 전,평양여자나민희,5.9천,61,0
136,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,박언철,멸공반공방첩,8개월 전,평양여자나민희,5.9천,61,0
137,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,김화정,성인이 아니고 아기도 받을수 있어요.,8개월 전,평양여자나민희,5.9천,61,0
138,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,아침미소,민희씨^^ 아름다와요💞💕💗🙏🙏🙏🌹🌹,8개월 전,평양여자나민희,5.9천,61,0
139,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,깜냥이,여권 발급 나이는  상관 없는뎅.,8개월 전,평양여자나민희,5.9천,61,1
140,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,신태승,🌸민희님 미안해요첫인상은 수수하다고만 생각했는데영상을 볼때마다 엄청 똑똑하다는생각이 들어요 (미소와 미모도)🍀,1개월 전,평양여자나민희,5.9천,61,0
141,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,시낭송기수,당신을 응원합니다. 힘든일이 있어도 견디며 이겨가세요. 공부도 많이 하고 알차게 사세요. 아자~~~,8개월 전,평양여자나민희,5.9천,61,0
142,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,부평이동주,민희씨...화이팅~~~^-^♡,8개월 전,평양여자나민희,5.9천,61,0
143,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,이안니세상-푸른하늘,민희님 너무너무 방가워요^^ 오늘 다른 영상보다 이쁘네요🥰🥰🥰 요즘 제가 요즘 버릇이 되어버린것 같아요^^다른분 유튜브 영상보면 탈북자라고 하는데 이말보다 북향민(저도 다른 유튜브님 영상보고 계속 씁니다^^)이 더 좋을듯 합니다^^또하나 말씀 드릴께요^^ 영상중에 죄채감이 아니고 죄책감이   맞습니다 아마 오타가 났나봐요(요즘 버릇인듯해요 다른 유튜브  영상에도 오타나 알고있는데 표현이 적절치 못한것등) 이런 댓글 남겨서 죄송해요😪 영상 잘봤어요 남은 주간도 잘보내세요🤗🤗🤗,8개월 전,평양여자나민희,5.9천,61,1
144,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,seong do Kim,"범죄자가 아니면     대한민국은  누구든   소유 할 수 잇습니다 ,,,",7개월 전,평양여자나민희,5.9천,61,0
145,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,Daniel,당연하면서도 낯설게 느껴지는 그 느낌 알듯합니다. 저도 가끔 옛날 생각하면 그럴때가 있어요 ㅋㅋ 근데 음악적인 부분 특히 무제한 스트리밍 같은 것들로 인해 음악하시는 분들이 참 많이 힘들어하죠. 유통 구조가 잘못되어서 실제로 음원 내는 분들은 돈 못벌고 회사들이 다 먹고 ㅠ.ㅠ 그래도 노래가 사람들에게 새로운 희망을 주고 그럼 좋은거죠. 북한에서도 한국 노래 많이 들었다고 하니 그것으로 사람들에게 희망을 주었다고 가수들이 들으면 그것만으로 감사할 일이긴 할 것 같아요. 글구 중국은 너무 카피해서 문제죠.  한국에서라도 음원 유통 구조가 좀 바뀌면 좋을 것 같아요.,8개월 전,평양여자나민희,5.9천,61,0
146,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,Y치핑놀턴,적어도 평양에서는 인터넷 사용 가능하겠죠? 유튜브도 볼 수 있으면 좋겠네요. 그래서 그나마 세상을 더 잘이해할 것 같아요!,8개월 전,평양여자나민희,5.9천,61,1
147,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,이영원,민희씨!예쁘요~^^,8개월 전,평양여자나민희,5.9천,61,0
148,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,버킷리스트이기순의 홀로서기,응원합니다...,8개월 전,평양여자나민희,5.9천,61,0
149,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,노성균,평양 아가씨 민희씨 항상응원합니다.,8개월 전,평양여자나민희,5.9천,61,0
150,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,[Jina-Y South Korea Vlog] Jinha Y,제가어릴때 어른들한테들었던 북한은 노예들이 엄청나게 많고 벌레들도살지못하는 완전생지옥이라는 말을 들었었는데진짜로맞네요.영상잘보고 갑니다.,6개월 전,평양여자나민희,5.9천,61,0
151,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,신상민,민희씨 장롱면허시군요. ㅋㅋㅋㅋㅋ 얼른 한대 뽑으세요.,8개월 전,평양여자나민희,5.9천,61,0
152,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,도날드,"유 튜브 보니께,...  ""김일성/김정일 찬가"" 도 나오던디 ,..",7개월 전,평양여자나민희,5.9천,61,0
153,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,김종우,민희씨 현대사회는 스마 트 폰 자동차는 필수품이죠,3개월 전,평양여자나민희,5.9천,61,0
154,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,정훈기,나민희,8개월 전,평양여자나민희,5.9천,61,1
155,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,MV,민희씨는 북한에서 어떤 한국 노래를 몰래들으셨나요? 그리고 어떤 가수가 인기가 많았나요?,8개월 전,평양여자나민희,5.9천,61,0
156,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,해적,민희씨 페이스북은 안해요??,8개월 전,평양여자나민희,5.9천,61,0
157,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,朱宰寬,나민희♥♥♥♥♥(미니 하고싶은거 다해)^^,7개월 전(수정됨),평양여자나민희,5.9천,61,0
158,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,송진순,유투브 접속하면  가수들이 노래부르는 동영상을  무료로 볼수 있습니다,8개월 전,평양여자나민희,5.9천,61,2
159,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,freedom,통일이여 어서오라 라는 노래구절이 생각나네요,8개월 전,평양여자나민희,5.9천,61,0
160,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,홍봉근,한국도 여행 자유화전에는 신원조회하고   교육 받고 외무부에서 발급하고 오래걸렸습니다,8개월 전,평양여자나민희,5.9천,61,0
161,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,남재식,똑부러지게 말씀 잘하시는 나민희님 구독했으니 자주 만나요,8개월 전,평양여자나민희,5.9천,61,0
162,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,Swann Proust,우리나라도 면허따는건 좀 더 어렵게 하고 기본 지식을 더 쌓게 해야된다고 봄.,8개월 전,평양여자나민희,5.9천,61,0
163,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,윤승도,결혼하셧어요~,2개월 전,평양여자나민희,5.9천,61,0
164,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,ᄂᄀ김정민,민희씨!말도잘하고완전히대한민국의~자랑스런국민으로~탈바꿈했네용!!늘파이팅하며~행복을추구하세여!!사랑합니다!!★★,7개월 전,평양여자나민희,5.9천,61,0
165,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,코스모스,여권은 성인이아니라 애기도만들어요ㅋㅋ,2개월 전,평양여자나민희,5.9천,61,0
166,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,박형근,민희씨는여권이몇년짜리예요~~유효기간5년짜리♡10짜리가있지요즐겁게여행다니세요,7개월 전,평양여자나민희,5.9천,61,0
167,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,M B,미국에서는 여권을 우체국에서 만들어주는건 안비밀~,8개월 전,평양여자나민희,5.9천,61,0
168,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,일송,나민희씨 방송기다려저요,8개월 전,평양여자나민희,5.9천,61,0
169,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,Julia,켁.. 평양 공기가 안좋아지면 김정은 폐가 안좋아진다고 차를 줄이라니 ㅎㅎ 정말 대단하네요 ㅎㅎ 오늘도 재밌게 봤습니다 ^^,1개월 전,평양여자나민희,5.9천,61,0
170,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,김남연,폐쇄적인 사회이다보니 새로운 세상을 맛본 사람들이 탈북 할까봐 여권도 안주고 압수를 하는군요,1개월 전,평양여자나민희,5.9천,61,1
171,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,정제화,나민희씨 볼수록 흥미로운 여자네요,8개월 전,평양여자나민희,5.9천,61,0
172,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,h h,탈북자 방송은 왜 대부분 배경을 크로마키를 쓸까,5개월 전,평양여자나민희,5.9천,61,0
173,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,조찬규,면허있으면차도임대해서사용할수있어요  화이팅 하세요,8개월 전,평양여자나민희,5.9천,61,0
174,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,호주 아저씨,"잘보았습니다. 저는 20년전 호주로 이민온 사람입니다. 언젠가 통일이 된다면 바로 북한으로 가서 사업을 해 보려고 합니다.북한의 부동산 시장(주거용, 상업용)을 좀 알고 싶습니다.  혹시 기회가 되신다면 평양의 부동산 특집방송좀 해 주심 감사하겠습니다.",8개월 전,평양여자나민희,5.9천,61,0
175,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,김바둑,민희씨는 북한최상류층인거 같아요..평양살고 대학나오고 집안좋고 북한에서 유럽취업도 하고...,8개월 전,평양여자나민희,5.9천,61,0
176,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,아캠,김정은 폐걱정에 차량제한..ㅋㅋㅋ 북스럽네,3개월 전,평양여자나민희,5.9천,61,0
177,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,신순희,나민희님..점..점..이쁘..지시네요....혹시..애인생겼는지요사람들은..애인이..생기면..이뻐지것든요..건강하시구..행복하세요🥰🤗💖👏👏👍👍,8개월 전,평양여자나민희,5.9천,61,0
178,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,비익조k,나 민희씨 한국 문화에 잘 정착 해 나가네요...한국은 살기 아주 좋은 나라 입니다...항상 응원 합니다...녹색여권으로 좋은 곳에 많이 놀러 가세요...중국은 웬만하면 피하시길 바랍니다...납치 때문에 위험 합니다...,8개월 전(수정됨),평양여자나민희,5.9천,61,1
179,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,靑山,"민희양! 나는 매일 누구의 간섭없이 강변에서 산책할 수 있는 대한민국이 좋네.미국, 유럽,러시아,인도,중국,일본 다 가보아도 우리나라가 더 좋았네. 힘들어도 행복하다고 생각하고 살아야되네.",7개월 전,평양여자나민희,5.9천,61,0
180,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,young chul moon,빨리통일  됐읍합니다,8개월 전,평양여자나민희,5.9천,61,0
181,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,이선규,"민희님 반갑습니다  질문할께요 꼭답주세요 ㅎ진실만,지금 야당을좋아해요 여당을좋아해요 ㅎㅎㅎ안 ~능~~~ㅋㅋㅋ",2개월 전,평양여자나민희,5.9천,61,0
182,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,이재만,민희양은 기품이 있어보여 머느리 삶고 싶구만,8개월 전,평양여자나민희,5.9천,61,1
183,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,김희망,엉뚱한 질문같지만민희씨 어디 김씨인가요?,3개월 전,평양여자나민희,5.9천,61,0
184,북한의 2030세대가 깜놀할 한국의 일상 TOP3,2020. 7. 28.,lee딥,"북한과는 다르지만 한국에서도 박정희 시절에 금지곡이란 것이 있어 방송이나 음반으로 들을 수 없는 노래들이 있었습니다.   이런 노래를 ""금지곡 "" 이라 합니다.   시간되시면 들어보세요. 그 이유도 있습니다.   ㅎㅎㅎ.  자유 대한에 오신 것을 환영합니다.   행복하세요.",8개월 전,평양여자나민희,5.9천,61,1
